gene_id	gene_name	MCF7_count	MCF7_FPKM																			
ENSG00000271871	AC005740.6	0	0																			
ENSG00000205978	NYNRIN	8	0.086203012																			
ENSG00000013364	MVP	64	0.533506292																			
ENSG00000247049	CTC-338M12.7	1	0.153787087																			
ENSG00000205971	AC074389.6	0	0																			
ENSG00000205976	RP11-404K5.2	0	0																			
ENSG00000270002	RP11-93H12.4	0	0																			
ENSG00000187082	DEFB106B	0	0																			
ENSG00000185133	INPP5J	233	2.234874988																			
ENSG00000185130	HIST1H2BL	6	1.070206857																			
ENSG00000118058	KMT2A	6829	19.91721511																			
ENSG00000229549	TSPY8	0	0																			
ENSG00000229544	NKX1-2	5	0.129374987																			
ENSG00000152380	FAM151B	35	0.75373861																			
ENSG00000169020	ATP5I	82	5.334570659																			
ENSG00000229547	UBE2DNL	0	0																			
ENSG00000169026	MFSD7	9	0.137896747																			
ENSG00000229541	GAPDHP26	0	0																			
ENSG00000229542	SSU72P7	0	0																			
ENSG00000229543	RP11-90J7.2	0	0																			
ENSG00000261166	RP11-775H9.3	0	0																			
ENSG00000261167	RP11-517B11.7	19	0.476195315																			
ENSG00000213204	RP3-382I10.7	50	1.183323499																			
ENSG00000213205	STRADBP1	8	0.543597134																			
ENSG00000213203	GIMAP1	0	0																			
ENSG00000213201	FABP5P10	0	0																			
ENSG00000253516	HMGB1P41	0	0																			
ENSG00000261168	RP11-68I18.10	0	0																			
ENSG00000213209	AC005229.7	0	0																			
ENSG00000250997	RP11-502M1.1	0	0																			
ENSG00000250995	RP13-128O4.3	11	0.901580416																			
ENSG00000250994	AC005355.1	0	0																			
ENSG00000250993	RP11-404J23.1	0	0																			
ENSG00000250992	RP11-826N14.1	0	0																			
ENSG00000243939	RP11-200A13.1	0	0																			
ENSG00000250990	AC073635.5	0	0																			
ENSG00000250999	RP11-1379J22.5	7	0.491771136																			
ENSG00000255312	OR4C7P	0	0																			
ENSG00000255313	RP11-1082L8.2	0	0																			
ENSG00000255310	AF131215.2	6	0.269345511																			
ENSG00000255311	RP11-160H12.2	0	0																			
ENSG00000255316	MTND6P25	0	0																			
ENSG00000255317	RP11-688I9.2	0	0																			
ENSG00000255314	RP11-702F3.3	0	0																			
ENSG00000255315	OR8A3P	1	0.304347871																			
ENSG00000255318	RP11-655M14.13	0	0																			
ENSG00000255319	ENPP7P8	0	0																			
ENSG00000160883	HK3	1	0.018723057																			
ENSG00000160882	CYP11B1	1	0.008812746																			
ENSG00000232284	GNG12-AS1	1	0.023608216																			
ENSG00000160886	LY6K	16	0.180471149																			
ENSG00000160888	IER2	1557	21.47842443																			
ENSG00000232282	MTND1P32	0	0																			
ENSG00000106384	MOGAT3	1	0.027493206																			
ENSG00000102802	MEDAG	0	0																			
ENSG00000143858	SYT2	1	0.011196744																			
ENSG00000143669	LYST	122	0.404582614																			
ENSG00000102805	CLN5	100	1.416061112																			
ENSG00000102804	TSC22D1	951	4.948565868																			
ENSG00000167355	AC104389.28	0	0																			
ENSG00000263797	RP11-146G7.2	0	0																			
ENSG00000280502	Metazoa_SRP	9	2.637681547																			
ENSG00000242019	KIR3DL3	0	0																			
ENSG00000272617	RP11-343C2.12	6	0.588794753																			
ENSG00000281674	AC087651.2	0	0																			
ENSG00000225314	AC018634.9	0	0																			
ENSG00000281676	AC012363.2	0	0																			
ENSG00000156711	MAPK13	277	2.77877194																			
ENSG00000225311	RP1-91J24.3	0	0																			
ENSG00000225310	DNAJC19P4	0	0																			
ENSG00000225313	RP11-415J8.3	22	0.226407756																			
ENSG00000233455	RP4-667H12.4	0	0																			
ENSG00000143850	PLEKHA6	685	6.115454782																			
ENSG00000198523	PLN	3	0.130499987																			
ENSG00000178904	DPY19L3	553	2.277645725																			
ENSG00000233454	RP11-196D18.2	0	0																			
ENSG00000106399	RPA3	852	13.27644378																			
ENSG00000198520	C1orf228	11	0.121538259																			
ENSG00000168374	ARF4	1653	19.57620715																			
ENSG00000241058	NSUN6	125	2.022043288																			
ENSG00000241059	CTD-2061E19.6	0	0																			
ENSG00000268439	RP3-461F17.3	77	4.366409177																			
ENSG00000268438	BNIP3P27	0	0																			
ENSG00000268433	RP11-420K14.2	0	0																			
ENSG00000244020	MT1HL1	0	0																			
ENSG00000244021	RP11-50D9.1	3	0.542890797																			
ENSG00000244026	FAM86DP	147	1.49498443																			
ENSG00000244024	LARP7P4	0	0																			
ENSG00000198625	MDM4	773	1.671652627																			
ENSG00000233457	RP11-336N8.1	1	0.131485636																			
ENSG00000003989	SLC7A2	1829	11.36205002																			
ENSG00000242017	ALG1L15P	6	0.657759378																			
ENSG00000157388	CACNA1D	277	1.811117263																			
ENSG00000003987	MTMR7	45	0.599762115																			
ENSG00000227538	HNRNPFP1	0	0																			
ENSG00000204764	RANBP17	144	0.855301348																			
ENSG00000204767	FAM196B	0	0																			
ENSG00000234709	UPF3AP3	4	0.452761982																			
ENSG00000100601	ALKBH1	286	5.259834257																			
ENSG00000120156	TEK	1	0.010609884																			
ENSG00000255860	RP11-807H22.6	0	0																			
ENSG00000255863	AC073610.5	0	0																			
ENSG00000255864	RP11-444D3.1	0	0																			
ENSG00000161558	TMEM143	236	2.367206844																			
ENSG00000279208	bP-21264C1.1	2	0.226675758																			
ENSG00000255867	DENND5B-AS1	23	1.198802571																			
ENSG00000279206	RP5-991G20.6	0	0																			
ENSG00000131931	THAP1	208	3.737678358																			
ENSG00000279204	RP11-175K6.2	0	0																			
ENSG00000100604	CHGA	3	0.050695103																			
ENSG00000279202	CTA-113A6.1	0	0																			
ENSG00000091140	DLD	1238	12.382114																			
ENSG00000279200	RP11-524F11.3	0	0																			
ENSG00000009844	VTA1	890	7.192448947																			
ENSG00000254199	AC008691.1	0	0																			
ENSG00000254198	RP11-598P20.3	8	1.727910492																			
ENSG00000226668	RP11-526D8.7	0	0																			
ENSG00000164975	SNAPC3	323	2.72120538																			
ENSG00000226664	RP4-745E8.2	0	0																			
ENSG00000226665	SSR1P2	0	0																			
ENSG00000226666	HSPA9P1	21	0.900893697																			
ENSG00000147573	TRIM55	4	0.060594146																			
ENSG00000226660	TRBV2	0	0																			
ENSG00000226661	RP5-1139I1.2	1	0.137076364																			
ENSG00000254195	TPM3P3	0	0																			
ENSG00000254194	RP1-273G13.3	0	0																			
ENSG00000158008	EXTL1	2	0.033601039																			
ENSG00000226157	OR52E3P	0	0																			
ENSG00000183269	OR52E8	1	0.082039106																			
ENSG00000276633	AJ011931.1	0	0																			
ENSG00000167825	OR5I1	0	0																			
ENSG00000182134	TDRKH	681	5.01501778																			
ENSG00000183260	ABHD16B	0	0																			
ENSG00000158006	PAFAH2	186	2.687642291																			
ENSG00000225323	Z84721.4	0	0																			
ENSG00000197428	OR51D1	0	0																			
ENSG00000276637	CTD-2132H18.5	0	0																			
ENSG00000173818	ENDOV	116	0.587423556																			
ENSG00000176732	PFN4	4	0.187089717																			
ENSG00000233909	UBE2V1P4	0	0																			
ENSG00000157965	SSX8	1	0.150334181																			
ENSG00000173810	PPIAP7	0	0																			
ENSG00000173811	CCDC13-AS1	0	0																			
ENSG00000233901	LINC01503	13	0.491344066																			
ENSG00000233900	RPL17P35	0	0																			
ENSG00000233907	FLJ31662	0	0																			
ENSG00000233906	RP11-315I14.2	0	0																			
ENSG00000233905	LONRF2P2	2	0.304880879																			
ENSG00000184029	DSCR4	0	0																			
ENSG00000230026	RP11-382D8.5	0	0																			
ENSG00000165462	PHOX2A	0	0																			
ENSG00000214922	HLA-F-AS1	46	0.80776475																			
ENSG00000129625	REEP5	1716	24.05684519																			
ENSG00000230020	NHS-AS1	0	0																			
ENSG00000233325	MIPEPP3	5	0.550211701																			
ENSG00000236136	ADORA2BP1	0	0																			
ENSG00000205494	OR52A4P	0	0																			
ENSG00000205495	OR52J3	0	0																			
ENSG00000205496	OR51A2	0	0																			
ENSG00000205497	OR51A4	0	0																			
ENSG00000173231	TERF1P1	0	0																			
ENSG00000011451	WIZ	2004	12.79151091																			
ENSG00000233321	RP11-482E14.1	0	0																			
ENSG00000254739	RP13-46H24.1	6	0.954773211																			
ENSG00000011454	RABGAP1	1403	10.37586174																			
ENSG00000254737	OR10G4	0	0																			
ENSG00000254736	BRD9P1	0	0																			
ENSG00000254735	HMGB1P42	0	0																			
ENSG00000254734	CTD-3138F19.1	0	0																			
ENSG00000254733	RP11-317J19.1	0	0																			
ENSG00000254732	RP11-691N7.6	0	0																			
ENSG00000254731	CTD-2005H7.1	0	0																			
ENSG00000254730	RP11-801G16.2	0	0																			
ENSG00000253338	IGLV3-29	0	0																			
ENSG00000253339	RP11-434I12.3	0	0																			
ENSG00000090238	YPEL3	297	2.997723008																			
ENSG00000129197	RPAIN	209	1.671938007																			
ENSG00000129194	SOX15	17	0.466794747																			
ENSG00000129195	FAM64A	211	3.148713259																			
ENSG00000253332	KB-1582A10.1	0	0																			
ENSG00000240827	RP11-227H4.1	0	0																			
ENSG00000253330	RP11-697N18.3	4	0.31423643																			
ENSG00000253331	CTC-207P7.1	0	0																			
ENSG00000253336	RP11-468O2.1	1	0.040504184																			
ENSG00000240823	RN7SL23P	1	0.316521786																			
ENSG00000234585	CCT6P3	59	1.100183215																			
ENSG00000240821	RPL9P25	2	0.300668363																			
ENSG00000257429	RP11-272K23.3	0	0																			
ENSG00000205143	ARID3C	7	0.431824548																			
ENSG00000173239	LIPM	0	0																			
ENSG00000159352	PSMD4	3260	47.87686103																			
ENSG00000235444	PSMB3P2	0	0																			
ENSG00000235445	XXbac-B476C20.14	0	0																			
ENSG00000235446	RP11-74K19.1	0	0																			
ENSG00000197191	CYSRT1	44	2.95297061																			
ENSG00000232492	NPM1P13	0	0																			
ENSG00000121297	TSHZ3	13	0.175382112																			
ENSG00000234333	CYCSP53	0	0																			
ENSG00000128573	FOXP2	1	0.002585501																			
ENSG00000178295	GEN1	847	4.107124812																			
ENSG00000058063	ATP11B	1266	8.904949971																			
ENSG00000128578	STRIP2	39	0.520832376																			
ENSG00000120742	SERP1	3795	27.03013064																			
ENSG00000282591	FAM138F	0	0																			
ENSG00000144214	LYG1	5	0.302444375																			
ENSG00000176945	MUC20	45	0.387634475																			
ENSG00000273141	RP11-820I16.4	0	0																			
ENSG00000176946	THAP4	690	12.32524145																			
ENSG00000174891	RSRC1	481	4.469315128																			
ENSG00000170734	POLH	278	4.164965166																			
ENSG00000178125	PPP1R42	3	0.058681005																			
ENSG00000174898	CATSPERD	1	0.030381672																			
ENSG00000178127	NDUFV2	1642	32.96301757																			
ENSG00000258917	ZMYND19P1	0	0																			
ENSG00000124915	DKFZP434K028	0	0																			
ENSG00000252355	RN7SKP287	0	0																			
ENSG00000075415	SLC25A3	5959	32.06603597																			
ENSG00000075413	MARK3	1170	5.30816697																			
ENSG00000256771	ZNF253	303	3.874063479																			
ENSG00000256774	RP11-268P4.2	0	0																			
ENSG00000256777	PDCL3P7	0	0																			
ENSG00000243027	RN7SL354P	0	0																			
ENSG00000243025	MTAPP1	0	0																			
ENSG00000160145	KALRN	137	0.307967998																			
ENSG00000243023	UBA52P3	1	0.227862542																			
ENSG00000243022	MARK3P3	0	0																			
ENSG00000243020	RPL7P39	8	0.935951517																			
ENSG00000252350	RPPH1-3P	0	0																			
ENSG00000267609	SNX33P1	0	0																			
ENSG00000248905	FMN1	283	0.679399445																			
ENSG00000248907	MTND2P33	0	0																			
ENSG00000248901	AC008834.1	0	0																			
ENSG00000248903	AP000867.14	0	0																			
ENSG00000248909	HMGB1P21	0	0																			
ENSG00000248908	RP11-730N24.1	0	0																			
ENSG00000235710	RP5-1097F14.3	0	0																			
ENSG00000241886	RP11-242C19.2	1	0.154881657																			
ENSG00000277315	RP1-209B9.2	0	0																			
ENSG00000277313	7SK	0	0																			
ENSG00000241881	U66059.58	0	0																			
ENSG00000277311	Six3os1_2	0	0																			
ENSG00000241889	RP11-435F17.3	2	0.237175725																			
ENSG00000241888	RPSAP37	0	0																			
ENSG00000274954	RP11-56B16.6	0	0																			
ENSG00000274956	UG0898H09	0	0																			
ENSG00000274959	SPDYE13P	0	0																			
ENSG00000234112	RP11-145A3.4	1	0.289181033																			
ENSG00000219565	ZNF259P1	0	0																			
ENSG00000244031	RPS3AP17	0	0																			
ENSG00000134982	APC	184	0.483174556																			
ENSG00000259755	RP11-505E24.2	0	0																			
ENSG00000134987	WDR36	471	4.204934278																			
ENSG00000134986	NREP	110	0.447930509																			
ENSG00000171067	C11orf24	428	6.195767474																			
ENSG00000171060	C8orf74	0	0																			
ENSG00000257595	RP3-473L9.4	0	0																			
ENSG00000231672	DIRC3	6	0.096074493																			
ENSG00000231671	LINC01307	0	0																			
ENSG00000175764	TTLL11	68	0.764537157																			
ENSG00000175766	EIF4E1B	4	0.052634008																			
ENSG00000231674	LINC00410	0	0																			
ENSG00000175768	TOMM5	495	7.785912951																			
ENSG00000265514	RP11-92G19.2	0	0																			
ENSG00000135052	GOLM1	305	3.82436058																			
ENSG00000082482	KCNK2	1191	15.17201885																			
ENSG00000176490	DIRAS1	4	0.073392488																			
ENSG00000176495	OR5AN1	0	0																			
ENSG00000177728	TMEM94	1606	7.222256108																			
ENSG00000237639	RP11-368M16.5	0	0																			
ENSG00000237638	AC007386.2	0	0																			
ENSG00000237635	DUX4L29	0	0																			
ENSG00000237637	FRY-AS1	1	0.078065911																			
ENSG00000177721	ANXA2R	189	4.701768401																			
ENSG00000237631	RP11-72B4.2	0	0																			
ENSG00000237630	NIFKP9	0	0																			
ENSG00000237633	AC104623.2	0	0																			
ENSG00000177725	CTD-2530N21.5	0	0																			
ENSG00000240596	KCNAB1-AS2	0	0																			
ENSG00000089876	DHX32	653	10.74282601																			
ENSG00000240590	RPSAP48	0	0																			
ENSG00000240591	RP11-247I13.11	5	0.390329556																			
ENSG00000197023	OR51A6P	1	0.086696704																			
ENSG00000253859	RP11-157I4.4	0	0																			
ENSG00000253858	CTB-147C13.1	0	0																			
ENSG00000253857	RP11-386G21.2	0	0																			
ENSG00000253855	AC133633.1	0	0																			
ENSG00000253854	RP11-10N23.2	25	2.317451838																			
ENSG00000253853	GS1-57L11.1	0	0																			
ENSG00000253852	CTB-140J7.2	0	0																			
ENSG00000253851	RP11-318M2.3	0	0																			
ENSG00000115902	SLC1A4	926	7.518985314																			
ENSG00000259814	RP11-300A12.2	0	0																			
ENSG00000248271	PGAM1P1	0	0																			
ENSG00000071889	FAM3A	756	4.138733413																			
ENSG00000259810	AC002519.8	3	0.093528106																			
ENSG00000115904	SOS1	887	4.772452537																			
ENSG00000248279	CTD-2218G20.2	0	0																			
ENSG00000248278	SUMO2P17	11	0.935951517																			
ENSG00000259819	RP11-568A19.1	0	0																			
ENSG00000259818	RP5-1024G6.7	1	0.024239346																			
ENSG00000240040	AC096579.13	0	0																			
ENSG00000214132	RP11-420O16.2	5	0.309983942																			
ENSG00000214135	AC024560.3	378	7.10647414																			
ENSG00000240045	RP11-451G4.2	0	0																			
ENSG00000240047	RPS3AP32	0	0																			
ENSG00000240048	DDX50P2	4	0.158766058																			
ENSG00000176239	OR51B6	0	0																			
ENSG00000176236	C10orf111	2	0.101567667																			
ENSG00000020219	CCT8L1P	1	0.051997306																			
ENSG00000176232	RP5-1193P9.4	0	0																			
ENSG00000176231	OR10H4	0	0																			
ENSG00000176230	OR4K17	0	0																			
ENSG00000278928	RP11-481F24.3	0	0																			
ENSG00000278929	RP11-137O10.1	0	0																			
ENSG00000278924	RP11-227L6.1	0	0																			
ENSG00000278925	AC005753.1	0	0																			
ENSG00000132204	LINC00470	34	0.385460793																			
ENSG00000132205	EMILIN2	8	0.088089555																			
ENSG00000278920	RP3-412A9.17	0	0																			
ENSG00000278921	EPB41L4A-AS2	8	0.286917152																			
ENSG00000278922	AC002310.14	26	1.643522707																			
ENSG00000278923	AP005242.1	0	0																			
ENSG00000272449	RP3-395M20.12	10	0.873930633																			
ENSG00000222376	RN7SKP152	0	0																			
ENSG00000272440	RP11-379F4.6	1	0.404853447																			
ENSG00000272443	OR13Z2P	0	0																			
ENSG00000272442	RP11-444E17.6	1	0.024777538																			
ENSG00000272444	RP11-1017G21.6	2	0.26865275																			
ENSG00000272447	RP11-182L21.6	67	3.428573295																			
ENSG00000148204	CRB2	5	0.053936975																			
ENSG00000144554	FANCD2	1420	11.21223887																			
ENSG00000269934	RP5-1139B12.3	0	0																			
ENSG00000116459	ATP5F1	3784	62.6550616																			
ENSG00000144559	TAMM41	254	1.957970583																			
ENSG00000269936	RP11-394O4.5	0	0																			
ENSG00000237851	RP1-67K17.4	0	0																			
ENSG00000269930	RP11-932O9.9	2	0.219806796																			
ENSG00000116455	WDR77	1566	38.1934014																			
ENSG00000232149	FERP1	4	0.439059223																			
ENSG00000137364	TPMT	305	8.346026767																			
ENSG00000141002	TCF25	1947	13.497639																			
ENSG00000172803	SNX32	8	0.081981155																			
ENSG00000241319	SETP6	0	0																			
ENSG00000241318	WDR82P2	1	0.093796865																			
ENSG00000241317	RP11-342M3.1	0	0																			
ENSG00000241316	SUCLG2-AS1	27	0.637421822																			
ENSG00000241313	WWTR1-AS1	10	0.276943974																			
ENSG00000262050	RP11-74E22.3	3	0.589459307																			
ENSG00000281439	Metazoa_SRP	0	0																			
ENSG00000239555	RN7SL841P	0	0																			
ENSG00000265458	RP13-20L14.6	7	1.074611001																			
ENSG00000265453	RP11-173M1.3	0	0																			
ENSG00000265451	RP11-204L24.2	2	0.255259505																			
ENSG00000274133	RP11-163I18.2	0	0																			
ENSG00000274135	Metazoa_SRP	0	0																			
ENSG00000274139	RP11-14C10.3	0	0																			
ENSG00000063587	ZNF275	549	3.724385534																			
ENSG00000101911	PRPS2	660	12.51897948																			
ENSG00000218748	DBIP1	1	0.334782658																			
ENSG00000218749	RP3-340B19.5	0	0																			
ENSG00000101916	TLR8	1	0.011478767																			
ENSG00000269172	CTC-218B8.3	0	0																			
ENSG00000269177	L34079.3	1	0.155157738																			
ENSG00000269176	RP11-727F15.12	13	1.483047685																			
ENSG00000269179	CTC-326K19.6	0	0																			
ENSG00000180867	PDIA3P1	822	47.38464963																			
ENSG00000061987	MON2	1443	5.717147093																			
ENSG00000180861	LINC01559	0	0																			
ENSG00000180869	LINC01555	0	0																			
ENSG00000223635	RP4-613A2.1	0	0																			
ENSG00000151033	LYZL2	1	0.106410136																			
ENSG00000145781	COMMD10	220	3.997878049																			
ENSG00000145780	FEM1C	323	4.83416334																			
ENSG00000145782	ATG12	544	2.722339504																			
ENSG00000223638	RFPL4A	0	0																			
ENSG00000174408	PPIAP24	0	0																			
ENSG00000235568	NFAM1	3	0.043939168																			
ENSG00000232719	RP11-13J8.1	0	0																			
ENSG00000232718	GAPDHP48	0	0																			
ENSG00000232715	LINC01022	0	0																			
ENSG00000174403	C20orf166-AS1	0	0																			
ENSG00000232717	TRIM51JP	0	0																			
ENSG00000235560	AC002310.12	43	1.703668362																			
ENSG00000232710	RP4-669P10.16	2	0.260999973																			
ENSG00000232713	AC010733.5	3	0.651198187																			
ENSG00000235564	AP000477.2	0	0																			
ENSG00000197977	ELOVL2	980	21.34199659																			
ENSG00000197976	AKAP17A	1144	15.26821089																			
ENSG00000197971	MBP	386	0.807462527																			
ENSG00000226679	RP13-43E11.1	0	0																			
ENSG00000197978	GOLGA6L9	88	0.960852545																			
ENSG00000236794	BCRP8	0	0																			
ENSG00000226677	IGBP1P1	0	0																			
ENSG00000117586	TNFSF4	0	0																			
ENSG00000061676	NCKAP1	3073	10.67521427																			
ENSG00000204287	HLA-DRA	15	0.795159784																			
ENSG00000169228	RAB24	259	2.538237028																			
ENSG00000204175	GPRIN2	0	0																			
ENSG00000169220	RGS14	6	0.06043288																			
ENSG00000169221	TBC1D10B	1276	10.79599444																			
ENSG00000169223	LMAN2	2002	38.17387674																			
ENSG00000169224	GCSAML	0	0																			
ENSG00000224949	RP11-161N3.3	0	0																			
ENSG00000261364	RP11-59E19.4	0	0																			
ENSG00000089022	MAPKAPK5	569	2.943397509																			
ENSG00000261366	MANEA-AS1	5	0.191894822																			
ENSG00000261367	RP11-455F5.4	0	0																			
ENSG00000261360	CTD-2165H16.4	21	0.461244843																			
ENSG00000261362	RP11-467M13.3	0	0																			
ENSG00000261363	RP11-134D3.2	0	0																			
ENSG00000270612	RP11-34P1.4	0	0																			
ENSG00000261368	RP11-96B5.4	0	0																			
ENSG00000261369	RP11-474B12.1	0	0																			
ENSG00000234384	LINC01049	0	0																			
ENSG00000234385	RCC2P1	0	0																			
ENSG00000234386	OR7E162P	0	0																			
ENSG00000234387	RP11-340I6.1	0	0																			
ENSG00000234380	LINC01426	0	0																			
ENSG00000234381	MED15P7	0	0																			
ENSG00000234382	RP11-40F6.1	0	0																			
ENSG00000234383	CTBP2P8	1	0.065446234																			
ENSG00000234388	TXNP3	0	0																			
ENSG00000087510	TFAP2C	2095	54.46803183																			
ENSG00000107816	LZTS2	776	8.020282636																			
ENSG00000107815	C10orf2	277	5.477374857																			
ENSG00000117245	KIF17	0	0																			
ENSG00000107819	SFXN3	383	3.43020812																			
ENSG00000169592	INO80E	595	3.538649949																			
ENSG00000224007	AC019070.1	0	0																			
ENSG00000224004	ATP5C1P1	1	0.097255297																			
ENSG00000224003	YES1P1	4	0.213866071																			
ENSG00000169594	BNC1	16	0.174435854																			
ENSG00000224001	RP11-270F18.2	0	0																			
ENSG00000235387	LINC00961	0	0																			
ENSG00000169598	DFFB	104	0.996883781																			
ENSG00000169599	NFU1	137	2.873526946																			
ENSG00000146842	TMEM209	248	3.62261166																			
ENSG00000235381	RP11-477D19.2	9	0.253688931																			
ENSG00000269289	CTB-92J24.3	4	0.155643256																			
ENSG00000237557	YWHABP1	0	0																			
ENSG00000264464	RP11-110H1.8	0	0																			
ENSG00000156564	LRFN2	4	0.106475218																			
ENSG00000106144	CASP2	851	5.143394769																			
ENSG00000177465	ACOT4	148	5.454113135																			
ENSG00000269281	RP11-564H18.1	0	0																			
ENSG00000224944	CASC6	0	0																			
ENSG00000237551	AC096775.2	0	0																			
ENSG00000220785	MTMR9LP	59	0.920533294																			
ENSG00000237553	RP11-140C18.2	0	0																			
ENSG00000118434	SPACA1	0	0																			
ENSG00000167881	SRP68	1142	7.905613524																			
ENSG00000118432	CNR1	0	0																			
ENSG00000242971	RN7SL233P	0	0																			
ENSG00000229831	AC108039.3	0	0																			
ENSG00000110148	CCKBR	0	0																			
ENSG00000102393	GLA	732	16.58428357																			
ENSG00000237558	CDY7P	0	0																			
ENSG00000181097	RP11-429J17.2	3	0.133026222																			
ENSG00000102390	PBDC1	242	11.02296281																			
ENSG00000181090	EHMT1	1805	6.922625651																			
ENSG00000181092	ADIPOQ	0	0																			
ENSG00000143314	MRPL24	654	26.05370064																			
ENSG00000143315	PIGM	332	6.691105674																			
ENSG00000168175	MAPK1IP1L	1470	12.54223641																			
ENSG00000134042	MRO	0	0																			
ENSG00000168172	HOOK3	802	4.197579888																			
ENSG00000277397	RP5-1024G6.9	0	0																			
ENSG00000277171	RP11-191H23.1	0	0																			
ENSG00000143318	CASQ1	1	0.034678682																			
ENSG00000143319	ISG20L2	1116	10.8928071																			
ENSG00000229832	RP11-384C4.2	1	0.175490909																			
ENSG00000134049	IER3IP1	490	12.09983987																			
ENSG00000225665	SAR1P3	0	0																			
ENSG00000244229	RPL26P35	0	0																			
ENSG00000166317	SYNPO2L	6	0.095968568																			
ENSG00000166311	SMPD1	140	1.134556121																			
ENSG00000166313	APBB1	5	0.036268121																			
ENSG00000225662	RP11-1036F1.1	1	0.142694248																			
ENSG00000244222	OR7E121P	0	0																			
ENSG00000225669	RPL23AP27	0	0																			
ENSG00000244226	ILF2P1	0	0																			
ENSG00000244227	LINC01330	0	0																			
ENSG00000229175	LINC00382	0	0																			
ENSG00000229177	AC008154.5	0	0																			
ENSG00000078549	ADCYAP1R1	1	0.0065718																			
ENSG00000229173	AC108059.4	0	0																			
ENSG00000229172	AC073065.3	0	0																			
ENSG00000278949	RP11-46H11.11	14	0.579186727																			
ENSG00000229178	AC069513.4	7	0.361819737																			
ENSG00000184575	XPOT	5165	52.75599563																			
ENSG00000184574	LPAR5	11	0.217164527																			
ENSG00000184571	PIWIL3	1	0.016560786																			
ENSG00000269826	RP11-158I3.3	0	0																			
ENSG00000269825	CTD-3099C6.9	97	2.96464463																			
ENSG00000269821	KCNQ1OT1	334	0.317158545																			
ENSG00000265337	RP11-466A19.5	0	0																			
ENSG00000265334	CTD-2349P21.11	0	0																			
ENSG00000259800	RP11-19N8.6	0	0																			
ENSG00000188603	CLN3	744	4.669166501																			
ENSG00000118298	CA14	17	0.255788997																			
ENSG00000263278	CH17-351M24.1	0	0																			
ENSG00000263279	RP11-109M19.1	0	0																			
ENSG00000157978	LDLRAP1	557	4.822832857																			
ENSG00000263276	RP11-96D1.10	23	0.662475279																			
ENSG00000118292	C1orf54	17	0.936543891																			
ENSG00000263271	RP11-1055B8.8	0	0																			
ENSG00000263272	CTC-524C5.2	28	1.257594298																			
ENSG00000251108	YBX1P5	0	0																			
ENSG00000102539	MLNR	0	0																			
ENSG00000215301	DDX3X	2716	14.2770567																			
ENSG00000251102	CTBP2P4	30	2.838374708																			
ENSG00000251101	RP11-1267H10.1	0	0																			
ENSG00000215302	CTD-3092A11.1	21	0.556442409																			
ENSG00000215305	VPS16	314	6.021613255																			
ENSG00000251106	FAM206BP	1	0.160893699																			
ENSG00000102531	FNDC3A	522	2.813810783																			
ENSG00000259378	DCAF13P3	10	0.652499933																			
ENSG00000259379	MTND5P32	0	0																			
ENSG00000106852	LHX6	1	0.005905257																			
ENSG00000106853	PTGR1	487	7.228991314																			
ENSG00000115241	PPM1G	4012	55.52049791																			
ENSG00000259370	RP11-1069G10.1	3	0.029059701																			
ENSG00000259371	RP11-468E2.6	3	0.307212321																			
ENSG00000259372	CTD-2240J17.1	0	0																			
ENSG00000259374	RP11-736N17.4	0	0																			
ENSG00000259375	RP11-815J21.2	0	0																			
ENSG00000259376	RP11-505E24.3	1	0.177277986																			
ENSG00000259377	CTD-2308G16.1	1	0.14981668																			
ENSG00000139445	FOXN4	0	0																			
ENSG00000233974	RP11-823P9.3	2	0.064836865																			
ENSG00000267698	AC002116.7	9	1.218338133																			
ENSG00000236861	AC006378.2	0	0																			
ENSG00000226314	ZNF192P1	0	0																			
ENSG00000226317	LINC00351	0	0																			
ENSG00000165660	FAM175B	279	8.116808524																			
ENSG00000165661	QSOX2	801	9.018614362																			
ENSG00000226312	CFLAR-AS1	3	0.030710393																			
ENSG00000226313	MTCYBP12	0	0																			
ENSG00000266736	GTF2IP6	3	0.482681096																			
ENSG00000226318	RP11-474D14.2	4	0.456322365																			
ENSG00000165669	FAM204A	320	1.603405682																			
ENSG00000153044	CENPH	483	10.53964179																			
ENSG00000153046	CDYL	520	4.778645434																			
ENSG00000153048	CARHSP1	295	2.072827491																			
ENSG00000187005	KRTAP21-1	0	0																			
ENSG00000180053	NKX2-6	0	0																			
ENSG00000127804	METTL16	312	1.614722373																			
ENSG00000162129	CLPB	485	4.104289139																			
ENSG00000223920	RP11-430G17.1	0	0																			
ENSG00000223921	MTND1P27	0	0																			
ENSG00000223922	ASS1P2	7	0.498204773																			
ENSG00000223923	AC010136.2	1	0.153245583																			
ENSG00000185716	C16orf52	186	1.979261267																			
ENSG00000223929	MIR4432HG	0	0																			
ENSG00000226240	LINC00381	0	0																			
ENSG00000185710	SMG1P4	30	0.332904734																			
ENSG00000259598	RP11-275I4.1	0	0																			
ENSG00000259594	CTD-2034I4.2	3	0.240230426																			
ENSG00000259595	RP11-516C1.1	0	0																			
ENSG00000259590	RP11-20G13.3	0	0																			
ENSG00000259591	RP11-554D20.1	0	0																			
ENSG00000259592	PRELID1P4	1	0.170006818																			
ENSG00000259593	RP11-640I2.1	0	0																			
ENSG00000213467	HMGB1P37	0	0																			
